datetime,megawatt
27-01-2023 16:15,13415
27-01-2023 16:30,12023
27-01-2023 16:45,17665
27-01-2023 17:00,14633
27-01-2023 17:15,24732
27-01-2023 17:30,9908
27-01-2023 17:45,24375
27-01-2023 18:00,10782
27-01-2023 18:15,14461
27-01-2023 18:30,12017
27-01-2023 18:45,10739
27-01-2023 19:00,18606
27-01-2023 19:15,17823
27-01-2023 19:30,16943
27-01-2023 19:45,25413
27-01-2023 20:00,12744
27-01-2023 20:15,19358
27-01-2023 20:30,12908
27-01-2023 20:45,14705
27-01-2023 21:00,12355
27-01-2023 21:15,19610
27-01-2023 21:30,12341
27-01-2023 21:45,15463
27-01-2023 22:00,19626
27-01-2023 22:15,22576
27-01-2023 22:30,25622
27-01-2023 22:45,18006
27-01-2023 23:00,15557
27-01-2023 23:15,17737
27-01-2023 23:30,12083
27-01-2023 23:45,11007
28-01-2023 00:00,14462
28-01-2023 00:15,14170
28-01-2023 00:30,18436
28-01-2023 00:45,14017
28-01-2023 01:00,15624
28-01-2023 01:15,13307
28-01-2023 01:30,17761
28-01-2023 01:45,24210
28-01-2023 02:00,19889
28-01-2023 02:15,18823
28-01-2023 02:30,19180
28-01-2023 02:45,21848
28-01-2023 03:00,24889
28-01-2023 03:15,16426
28-01-2023 03:30,13433
28-01-2023 03:45,11843
28-01-2023 04:00,23181
28-01-2023 04:15,10120
28-01-2023 04:30,24670
28-01-2023 04:45,12424
28-01-2023 05:00,16795
28-01-2023 05:15,10975
28-01-2023 05:30,25644
28-01-2023 05:45,24877
28-01-2023 06:00,22115
28-01-2023 06:15,12233
28-01-2023 06:30,25671
28-01-2023 06:45,16639
28-01-2023 07:00,15251
28-01-2023 07:15,12423
28-01-2023 07:30,16139
28-01-2023 07:45,24235
28-01-2023 08:00,19207
28-01-2023 08:15,21090
28-01-2023 08:30,24938
28-01-2023 08:45,17801
28-01-2023 09:00,12444
28-01-2023 09:15,18492
28-01-2023 09:30,25376
28-01-2023 09:45,10750
28-01-2023 10:00,16463
28-01-2023 10:15,21030
28-01-2023 10:30,24622
28-01-2023 10:45,20047
28-01-2023 11:00,19626
28-01-2023 11:15,23328
28-01-2023 11:30,16849
28-01-2023 11:45,23082
28-01-2023 12:00,22444
28-01-2023 12:15,14997
28-01-2023 12:30,21946
28-01-2023 12:45,17596
28-01-2023 13:00,19199
28-01-2023 13:15,18257
28-01-2023 13:30,21286
28-01-2023 13:45,13320
28-01-2023 14:00,18103
28-01-2023 14:15,15784
28-01-2023 14:30,16774
28-01-2023 14:45,22184
28-01-2023 15:00,11852
28-01-2023 15:15,20958
28-01-2023 15:30,24767
28-01-2023 15:45,25598
28-01-2023 16:00,9715
28-01-2023 16:15,16713
28-01-2023 16:30,18167
28-01-2023 16:45,12685
28-01-2023 17:00,15298
28-01-2023 17:15,10363
28-01-2023 17:30,13056
28-01-2023 17:45,20508
28-01-2023 18:00,12838
28-01-2023 18:15,13708
28-01-2023 18:30,14470
28-01-2023 18:45,18406
28-01-2023 19:00,22996
28-01-2023 19:15,19085
28-01-2023 19:30,20972
28-01-2023 19:45,14315
28-01-2023 20:00,18932
28-01-2023 20:15,10940
28-01-2023 20:30,15535
28-01-2023 20:45,13218
28-01-2023 21:00,11037
28-01-2023 21:15,23329
28-01-2023 21:30,22413
28-01-2023 21:45,25325
28-01-2023 22:00,16576
28-01-2023 22:15,17168
28-01-2023 22:30,16206
28-01-2023 22:45,21782
28-01-2023 23:00,19284
28-01-2023 23:15,15371
28-01-2023 23:30,12786
28-01-2023 23:45,9892
29-01-2023 00:00,20037
29-01-2023 00:15,23023
29-01-2023 00:30,19764
29-01-2023 00:45,18349
29-01-2023 01:00,14094
29-01-2023 01:15,10283
29-01-2023 01:30,19888
29-01-2023 01:45,23796
29-01-2023 02:00,24051
29-01-2023 02:15,22786
29-01-2023 02:30,22421
29-01-2023 02:45,14607
29-01-2023 03:00,23631
29-01-2023 03:15,22519
29-01-2023 03:30,15231
29-01-2023 03:45,24631
29-01-2023 04:00,25272
29-01-2023 04:15,15811
29-01-2023 04:30,18716
29-01-2023 04:45,12189
29-01-2023 05:00,23387
29-01-2023 05:15,25008
29-01-2023 05:30,11993
29-01-2023 05:45,22868
29-01-2023 06:00,22534
29-01-2023 06:15,9780
29-01-2023 06:30,24087
29-01-2023 06:45,25207
29-01-2023 07:00,25283
29-01-2023 07:15,23129
29-01-2023 07:30,25344
29-01-2023 07:45,25504
29-01-2023 08:00,17497
29-01-2023 08:15,19280
29-01-2023 08:30,19160
29-01-2023 08:45,12634
29-01-2023 09:00,20603
29-01-2023 09:15,24125
29-01-2023 09:30,23512
29-01-2023 09:45,22980
29-01-2023 10:00,17120
29-01-2023 10:15,15097
29-01-2023 10:30,15825
29-01-2023 10:45,18377
29-01-2023 11:00,9646
29-01-2023 11:15,10358
29-01-2023 11:30,11149
29-01-2023 11:45,23500
29-01-2023 12:00,23645
29-01-2023 12:15,16030
29-01-2023 12:30,21846
29-01-2023 12:45,14184
29-01-2023 13:00,11648
29-01-2023 13:15,18608
29-01-2023 13:30,13869
29-01-2023 13:45,11671
29-01-2023 14:00,22708
29-01-2023 14:15,17841
29-01-2023 14:30,17264
29-01-2023 14:45,21800
29-01-2023 15:00,20955
29-01-2023 15:15,19872
29-01-2023 15:30,19367
29-01-2023 15:45,11920
29-01-2023 16:00,20636
29-01-2023 16:15,19140
29-01-2023 16:30,14174
29-01-2023 16:45,10291
29-01-2023 17:00,18459
29-01-2023 17:15,23837
29-01-2023 17:30,16566
29-01-2023 17:45,19607
29-01-2023 18:00,14463
29-01-2023 18:15,21712
29-01-2023 18:30,17644
29-01-2023 18:45,13245
29-01-2023 19:00,17347
29-01-2023 19:15,14357
29-01-2023 19:30,24670
29-01-2023 19:45,10828
29-01-2023 20:00,19407
29-01-2023 20:15,23919
29-01-2023 20:30,18970
29-01-2023 20:45,10144
29-01-2023 21:00,12558
29-01-2023 21:15,22676
29-01-2023 21:30,13160
29-01-2023 21:45,13172
29-01-2023 22:00,13552
29-01-2023 22:15,14386
29-01-2023 22:30,20607
29-01-2023 22:45,15858
29-01-2023 23:00,23450
29-01-2023 23:15,12692
29-01-2023 23:30,14047
29-01-2023 23:45,19308
30-01-2023 00:00,13035
30-01-2023 00:15,13264
30-01-2023 00:30,9957
30-01-2023 00:45,18909
30-01-2023 01:00,15727
30-01-2023 01:15,16209
30-01-2023 01:30,16190
30-01-2023 01:45,25547
30-01-2023 02:00,20885
30-01-2023 02:15,12496
30-01-2023 02:30,14221
30-01-2023 02:45,20689
30-01-2023 03:00,24467
30-01-2023 03:15,23969
30-01-2023 03:30,22623
30-01-2023 03:45,17018
30-01-2023 04:00,22580
30-01-2023 04:15,21578
30-01-2023 04:30,18271
30-01-2023 04:45,23179
30-01-2023 05:00,15400
30-01-2023 05:15,18636
30-01-2023 05:30,14989
30-01-2023 05:45,22603
30-01-2023 06:00,21575
30-01-2023 06:15,16102
30-01-2023 06:30,19782
30-01-2023 06:45,21914
30-01-2023 07:00,25556
30-01-2023 07:15,18799
30-01-2023 07:30,14317
30-01-2023 07:45,17613
30-01-2023 08:00,12085
30-01-2023 08:15,21412
30-01-2023 08:30,14348
30-01-2023 08:45,21092
30-01-2023 09:00,12769
30-01-2023 09:15,13574
30-01-2023 09:30,10214
30-01-2023 09:45,25371
30-01-2023 10:00,13738
30-01-2023 10:15,22110
30-01-2023 10:30,23506
30-01-2023 10:45,24105
30-01-2023 11:00,13063
30-01-2023 11:15,21672
30-01-2023 11:30,23022
30-01-2023 11:45,23987
30-01-2023 12:00,17157
30-01-2023 12:15,14770
30-01-2023 12:30,24868
30-01-2023 12:45,23960
30-01-2023 13:00,11128
30-01-2023 13:15,12269
30-01-2023 13:30,23916
30-01-2023 13:45,14187
30-01-2023 14:00,17509
30-01-2023 14:15,10803
30-01-2023 14:30,10260
30-01-2023 14:45,13824
30-01-2023 15:00,20493
30-01-2023 15:15,10313
30-01-2023 15:30,9644
30-01-2023 15:45,23572
30-01-2023 16:00,11421
30-01-2023 16:15,14923
30-01-2023 16:30,18743
30-01-2023 16:45,13721
30-01-2023 17:00,13166
30-01-2023 17:15,22108
30-01-2023 17:30,12400
30-01-2023 17:45,21392
30-01-2023 18:00,13383
30-01-2023 18:15,12080
30-01-2023 18:30,21912
30-01-2023 18:45,25564
30-01-2023 19:00,12924
30-01-2023 19:15,13974
30-01-2023 19:30,25632
30-01-2023 19:45,12222
30-01-2023 20:00,21274
30-01-2023 20:15,19702
30-01-2023 20:30,21020
30-01-2023 20:45,17612
30-01-2023 21:00,18279
30-01-2023 21:15,16040
30-01-2023 21:30,19947
30-01-2023 21:45,20967
30-01-2023 22:00,12596
30-01-2023 22:15,20433
30-01-2023 22:30,14946
30-01-2023 22:45,19919
30-01-2023 23:00,15060
30-01-2023 23:15,20344
30-01-2023 23:30,10144
30-01-2023 23:45,19919
31-01-2023 00:00,16851
31-01-2023 00:15,16393
31-01-2023 00:30,23411
31-01-2023 00:45,18265
31-01-2023 01:00,10592
31-01-2023 01:15,18374
31-01-2023 01:30,23212
31-01-2023 01:45,12174
31-01-2023 02:00,20020
31-01-2023 02:15,23797
31-01-2023 02:30,15088
31-01-2023 02:45,22876
31-01-2023 03:00,23894
31-01-2023 03:15,21460
31-01-2023 03:30,14237
31-01-2023 03:45,15513
31-01-2023 04:00,22893
31-01-2023 04:15,21044
31-01-2023 04:30,24805
31-01-2023 04:45,19938
31-01-2023 05:00,20985
31-01-2023 05:15,16603
31-01-2023 05:30,14713
31-01-2023 05:45,14015
31-01-2023 06:00,12577
31-01-2023 06:15,22050
31-01-2023 06:30,22169
31-01-2023 06:45,23144
31-01-2023 07:00,12829
31-01-2023 07:15,9938
31-01-2023 07:30,25407
31-01-2023 07:45,24984
31-01-2023 08:00,23786
31-01-2023 08:15,10226
31-01-2023 08:30,20733
31-01-2023 08:45,15888
31-01-2023 09:00,17130
31-01-2023 09:15,13753
31-01-2023 09:30,23115
31-01-2023 09:45,15374
31-01-2023 10:00,9818
31-01-2023 10:15,13000
31-01-2023 10:30,23345
31-01-2023 10:45,22352
31-01-2023 11:00,24333
31-01-2023 11:15,20345
31-01-2023 11:30,18192
31-01-2023 11:45,11931
31-01-2023 12:00,9703
31-01-2023 12:15,20838
31-01-2023 12:30,10194
31-01-2023 12:45,25383
31-01-2023 13:00,11685
31-01-2023 13:15,18661
31-01-2023 13:30,20126
31-01-2023 13:45,23533
31-01-2023 14:00,16626
31-01-2023 14:15,22652
31-01-2023 14:30,15615
31-01-2023 14:45,13664
31-01-2023 15:00,13829
31-01-2023 15:15,25426
31-01-2023 15:30,20662
31-01-2023 15:45,9647
31-01-2023 16:00,17261
31-01-2023 16:15,15644
31-01-2023 16:30,21068
31-01-2023 16:45,15967
31-01-2023 17:00,19476
31-01-2023 17:15,23479
31-01-2023 17:30,11812
31-01-2023 17:45,11162
31-01-2023 18:00,19281
31-01-2023 18:15,18854
31-01-2023 18:30,23312
31-01-2023 18:45,10623
31-01-2023 19:00,21374
31-01-2023 19:15,17296
31-01-2023 19:30,10989
31-01-2023 19:45,24176
31-01-2023 20:00,18571
31-01-2023 20:15,21338
31-01-2023 20:30,24803
31-01-2023 20:45,23136
31-01-2023 21:00,14542
31-01-2023 21:15,16989
31-01-2023 21:30,24846
31-01-2023 21:45,21288
31-01-2023 22:00,10901
31-01-2023 22:15,18059
31-01-2023 22:30,16491
31-01-2023 22:45,20624
31-01-2023 23:00,16806
31-01-2023 23:15,10635
31-01-2023 23:30,18861
31-01-2023 23:45,23440
01-02-2023 00:00,15108
01-02-2023 00:15,12916
01-02-2023 00:30,10794
01-02-2023 00:45,14037
01-02-2023 01:00,22797
01-02-2023 01:15,10942
01-02-2023 01:30,10145
01-02-2023 01:45,15683
01-02-2023 02:00,11530
01-02-2023 02:15,14214
01-02-2023 02:30,17768
01-02-2023 02:45,13102
01-02-2023 03:00,25156
01-02-2023 03:15,21916
01-02-2023 03:30,17905
01-02-2023 03:45,9858
01-02-2023 04:00,22560
01-02-2023 04:15,21745
01-02-2023 04:30,12507
01-02-2023 04:45,24422
01-02-2023 05:00,18556
01-02-2023 05:15,22063
01-02-2023 05:30,20204
01-02-2023 05:45,21745
01-02-2023 06:00,9803
01-02-2023 06:15,23368
01-02-2023 06:30,12799
01-02-2023 06:45,10037
01-02-2023 07:00,17979
01-02-2023 07:15,16823
01-02-2023 07:30,15472
01-02-2023 07:45,24883
01-02-2023 08:00,18970
01-02-2023 08:15,18759
01-02-2023 08:30,20207
01-02-2023 08:45,19238
01-02-2023 09:00,24111
01-02-2023 09:15,10117
01-02-2023 09:30,23830
01-02-2023 09:45,14286
01-02-2023 10:00,14087
01-02-2023 10:15,12892
01-02-2023 10:30,12578
01-02-2023 10:45,19606
01-02-2023 11:00,19438
01-02-2023 11:15,20723
01-02-2023 11:30,21775
01-02-2023 11:45,11867
01-02-2023 12:00,10610
01-02-2023 12:15,20751
01-02-2023 12:30,9844
01-02-2023 12:45,20254
01-02-2023 13:00,12767
01-02-2023 13:15,12321
01-02-2023 13:30,24202
01-02-2023 13:45,22010
01-02-2023 14:00,21216
01-02-2023 14:15,23666
01-02-2023 14:30,16692
01-02-2023 14:45,16961
01-02-2023 15:00,11942
01-02-2023 15:15,13243
01-02-2023 15:30,20027
01-02-2023 15:45,10916
01-02-2023 16:00,14064
01-02-2023 16:15,14207
01-02-2023 16:30,18319
01-02-2023 16:45,24421
01-02-2023 17:00,22912
01-02-2023 17:15,13050
01-02-2023 17:30,21462
01-02-2023 17:45,11230
01-02-2023 18:00,11493
01-02-2023 18:15,21640
01-02-2023 18:30,24944
01-02-2023 18:45,22355
01-02-2023 19:00,22861
01-02-2023 19:15,14239
01-02-2023 19:30,20222
01-02-2023 19:45,25618
01-02-2023 20:00,21026
01-02-2023 20:15,13940
01-02-2023 20:30,20236
01-02-2023 20:45,24677
01-02-2023 21:00,10730
01-02-2023 21:15,10345
01-02-2023 21:30,18706
01-02-2023 21:45,16514
01-02-2023 22:00,24334
01-02-2023 22:15,23042
01-02-2023 22:30,15734
01-02-2023 22:45,13930
01-02-2023 23:00,19300
01-02-2023 23:15,18509
01-02-2023 23:30,17421
01-02-2023 23:45,10931
02-02-2023 00:00,21053
02-02-2023 00:15,22947
02-02-2023 00:30,12980
02-02-2023 00:45,10646
02-02-2023 01:00,21190
02-02-2023 01:15,13762
02-02-2023 01:30,16472
02-02-2023 01:45,22004
02-02-2023 02:00,18018
02-02-2023 02:15,19203
02-02-2023 02:30,24041
02-02-2023 02:45,19134
02-02-2023 03:00,17083
02-02-2023 03:15,16788
02-02-2023 03:30,16220
02-02-2023 03:45,15826
02-02-2023 04:00,20725
02-02-2023 04:15,10841
02-02-2023 04:30,15900
02-02-2023 04:45,10497
02-02-2023 05:00,18920
02-02-2023 05:15,15174
02-02-2023 05:30,19376
02-02-2023 05:45,20412
02-02-2023 06:00,12079
02-02-2023 06:15,15388
02-02-2023 06:30,23046
02-02-2023 06:45,16567
02-02-2023 07:00,22895
02-02-2023 07:15,17364
02-02-2023 07:30,10958
02-02-2023 07:45,17620
02-02-2023 08:00,21864
02-02-2023 08:15,12870
02-02-2023 08:30,14668
02-02-2023 08:45,22615
02-02-2023 09:00,16341
02-02-2023 09:15,20325
02-02-2023 09:30,23936
02-02-2023 09:45,14321
02-02-2023 10:00,12172
02-02-2023 10:15,16330
02-02-2023 10:30,16670
02-02-2023 10:45,18323
02-02-2023 11:00,21627
02-02-2023 11:15,16843
02-02-2023 11:30,15489
02-02-2023 11:45,9605
02-02-2023 12:00,12694
02-02-2023 12:15,24758
02-02-2023 12:30,10602
02-02-2023 12:45,24926
02-02-2023 13:00,25319
02-02-2023 13:15,16279
02-02-2023 13:30,14707
02-02-2023 13:45,16629
02-02-2023 14:00,10643
02-02-2023 14:15,12559
02-02-2023 14:30,17596
02-02-2023 14:45,16394
02-02-2023 15:00,16545
02-02-2023 15:15,22077
02-02-2023 15:30,9747
02-02-2023 15:45,11736
02-02-2023 16:00,10812
02-02-2023 16:15,16207
02-02-2023 16:30,14455
02-02-2023 16:45,21208
02-02-2023 17:00,22340
02-02-2023 17:15,12826
02-02-2023 17:30,15944
02-02-2023 17:45,20431
02-02-2023 18:00,25117
02-02-2023 18:15,20045
02-02-2023 18:30,21473
02-02-2023 18:45,21645
02-02-2023 19:00,22953
02-02-2023 19:15,10713
02-02-2023 19:30,21636
02-02-2023 19:45,14965
02-02-2023 20:00,19876
02-02-2023 20:15,20579
02-02-2023 20:30,23098
02-02-2023 20:45,19618
02-02-2023 21:00,10821
02-02-2023 21:15,17715
02-02-2023 21:30,22586
02-02-2023 21:45,13192
02-02-2023 22:00,14695
02-02-2023 22:15,21287
02-02-2023 22:30,17851
02-02-2023 22:45,16841
02-02-2023 23:00,17378
02-02-2023 23:15,21323
02-02-2023 23:30,20993
02-02-2023 23:45,24550
03-02-2023 00:00,11445
03-02-2023 00:15,24219
03-02-2023 00:30,23695
03-02-2023 00:45,24741
03-02-2023 01:00,19157
03-02-2023 01:15,23361
03-02-2023 01:30,25567
03-02-2023 01:45,21008
03-02-2023 02:00,24413
03-02-2023 02:15,17039
03-02-2023 02:30,13669
03-02-2023 02:45,16383
03-02-2023 03:00,14486
03-02-2023 03:15,9698
03-02-2023 03:30,13156
03-02-2023 03:45,12249
03-02-2023 04:00,11367
03-02-2023 04:15,20859
03-02-2023 04:30,12218
03-02-2023 04:45,25378
03-02-2023 05:00,25445
03-02-2023 05:15,16860
03-02-2023 05:30,18851
03-02-2023 05:45,11895
03-02-2023 06:00,19693
03-02-2023 06:15,12209
03-02-2023 06:30,16030
03-02-2023 06:45,13070
03-02-2023 07:00,10318
03-02-2023 07:15,25596
03-02-2023 07:30,10337
03-02-2023 07:45,17940
03-02-2023 08:00,25621
03-02-2023 08:15,14431
03-02-2023 08:30,16797
03-02-2023 08:45,24245
03-02-2023 09:00,12065
03-02-2023 09:15,12847
03-02-2023 09:30,19263
03-02-2023 09:45,22090
03-02-2023 10:00,10011
03-02-2023 10:15,10927
03-02-2023 10:30,17986
03-02-2023 10:45,11547
03-02-2023 11:00,17842
03-02-2023 11:15,24190
03-02-2023 11:30,20337
03-02-2023 11:45,23517
03-02-2023 12:00,21441
03-02-2023 12:15,21162
03-02-2023 12:30,25502
03-02-2023 12:45,15701
03-02-2023 13:00,18838
03-02-2023 13:15,16118
03-02-2023 13:30,16787
03-02-2023 13:45,12952
03-02-2023 14:00,20964
03-02-2023 14:15,25490
03-02-2023 14:30,13424
03-02-2023 14:45,22350
03-02-2023 15:00,21146
03-02-2023 15:15,13648
03-02-2023 15:30,23172
03-02-2023 15:45,23346
03-02-2023 16:00,21020
03-02-2023 16:15,9807
03-02-2023 16:30,20268
03-02-2023 16:45,24970
03-02-2023 17:00,20435
03-02-2023 17:15,13346
03-02-2023 17:30,11802
03-02-2023 17:45,11357
03-02-2023 18:00,20711
03-02-2023 18:15,18705
03-02-2023 18:30,11943
03-02-2023 18:45,12845
03-02-2023 19:00,13292
03-02-2023 19:15,11575
03-02-2023 19:30,11464
03-02-2023 19:45,11492
03-02-2023 20:00,21982
03-02-2023 20:15,18341
03-02-2023 20:30,24104
03-02-2023 20:45,17769
03-02-2023 21:00,11009
03-02-2023 21:15,20116
03-02-2023 21:30,17796
03-02-2023 21:45,15382
03-02-2023 22:00,11300
03-02-2023 22:15,15722
03-02-2023 22:30,20803
03-02-2023 22:45,12110
03-02-2023 23:00,18519
03-02-2023 23:15,13521
03-02-2023 23:30,9984
03-02-2023 23:45,23293
04-02-2023 00:00,15693
04-02-2023 00:15,12981
04-02-2023 00:30,13284
04-02-2023 00:45,11457
04-02-2023 01:00,22939
04-02-2023 01:15,23995
04-02-2023 01:30,18879
04-02-2023 01:45,14095
04-02-2023 02:00,13343
04-02-2023 02:15,22203
04-02-2023 02:30,17036
04-02-2023 02:45,19735
04-02-2023 03:00,19792
04-02-2023 03:15,10320
04-02-2023 03:30,13686
04-02-2023 03:45,21939
04-02-2023 04:00,10385
04-02-2023 04:15,20202
04-02-2023 04:30,23590
04-02-2023 04:45,24856
04-02-2023 05:00,18062
04-02-2023 05:15,14798
04-02-2023 05:30,21838
04-02-2023 05:45,18213
04-02-2023 06:00,19150
04-02-2023 06:15,20113
04-02-2023 06:30,11224
04-02-2023 06:45,18664
04-02-2023 07:00,13297
04-02-2023 07:15,14464
04-02-2023 07:30,21590
04-02-2023 07:45,15324
04-02-2023 08:00,17488
04-02-2023 08:15,20135
04-02-2023 08:30,23152
04-02-2023 08:45,24814
04-02-2023 09:00,15278
04-02-2023 09:15,11221
